run-id,use_vernalisation_fix,sowing-date,harvest-date,crop-id,sim.json,crop.json,site.json,incl_hist,climate_path_to_latlon_file,climate_path_to_csvs,gcm,rcm,scenario,ensmem,version,start_date,end_date,groundwater-level,impenetrable-layer,elevation,slope,latitude,landcover,fertilization,NitrogenResponseOn,irrigation,WaterDeficitResponseOn,EmergenceMoistureControlOn,EmergenceFloodingControlOn,LeafExtensionModifier,CO2,O3,FieldConditionModifier,StageTemperatureSum,comment,region_id,species_param_name,cultivar_param_name,param_value,param_index_in_array,coeff,crop_data
34,True,fixed,auto,SW_sfix_hauto,sim_fr.json,crop_France.json,site_France.json,False,,,,,,,,2010-02-01,2010-11-01,False,False,True,True,True,False,True,True,False,True,False,False,False,,,0.95,,historic_runs,3,,,,,,MO_CType3_2010_2154.asc
35,True,fixed,auto,SW_sfix_hauto,sim_fr.json,crop_France.json,site_France.json,False,,,,,,,,2011-02-01,2011-11-01,False,False,True,True,True,False,True,True,False,True,False,False,False,,,0.95,,historic_runs,3,,,,,,MO_CType3_2011_2154.asc
36,True,fixed,auto,SW_sfix_hauto,sim_fr.json,crop_France.json,site_France.json,False,,,,,,,,2012-02-01,2012-11-01,False,False,True,True,True,False,True,True,False,True,False,False,False,,,0.95,,historic_runs,3,,,,,,MO_CType3_2012_2154.asc
37,True,fixed,auto,SW_sfix_hauto,sim_fr.json,crop_France.json,site_France.json,False,,,,,,,,2013-02-01,2013-11-01,False,False,True,True,True,False,True,True,False,True,False,False,False,,,0.95,,historic_runs,3,,,,,,MO_CType3_2013_2154.asc
38,True,fixed,auto,SW_sfix_hauto,sim_fr.json,crop_France.json,site_France.json,False,,,,,,,,2014-02-01,2014-11-01,False,False,True,True,True,False,True,True,False,True,False,False,False,,,0.95,,historic_runs,3,,,,,,MO_CType3_2014_2154.asc
39,True,fixed,auto,SW_sfix_hauto,sim_fr.json,crop_France.json,site_France.json,False,,,,,,,,2015-02-01,2015-11-01,False,False,True,True,True,False,True,True,False,True,False,False,False,,,0.95,,historic_runs,3,,,,,,MO_CType3_2015_2154.asc
40,True,fixed,auto,SW_sfix_hauto,sim_fr.json,crop_France.json,site_France.json,False,,,,,,,,2016-02-01,2016-11-01,False,False,True,True,True,False,True,True,False,True,False,False,False,,,0.95,,historic_runs,3,,,,,,MO_CType3_2016_2154.asc
41,True,fixed,auto,SW_sfix_hauto,sim_fr.json,crop_France.json,site_France.json,False,,,,,,,,2017-02-01,2017-11-01,False,False,True,True,True,False,True,True,False,True,False,False,False,,,0.95,,historic_runs,3,,,,,,MO_CType3_2017_2154.asc
42,True,fixed,auto,SW_sfix_hauto,sim_fr.json,crop_France.json,site_France.json,False,,,,,,,,2018-02-01,2018-11-01,False,False,True,True,True,False,True,True,False,True,False,False,False,,,0.95,,historic_runs,3,,,,,,MO_CType3_2018_2154.asc
43,True,fixed,auto,SW_sfix_hauto,sim_fr.json,crop_France.json,site_France.json,False,,,,,,,,2019-02-01,2019-11-01,False,False,True,True,True,False,True,True,False,True,False,False,False,,,0.95,,historic_runs,3,,,,,,MO_CType3_2019_2154.asc
44,True,fixed,auto,SW_sfix_hauto,sim_fr.json,crop_France.json,site_France.json,False,,,,,,,,2020-02-01,2020-11-01,False,False,True,True,True,False,True,True,False,True,False,False,False,,,0.95,,historic_runs,3,,,,,,MO_CType3_2020_2154.asc
45,True,fixed,auto,SW_sfix_hauto,sim_fr.json,crop_France.json,site_France.json,False,,,,,,,,2021-02-01,2021-11-01,False,False,True,True,True,False,True,True,False,True,False,False,False,,,0.95,,historic_runs,3,,,,,,MO_CType3_2021_2154.asc
46,True,fixed,auto,SW_sfix_hauto,sim_fr.json,crop_France.json,site_France.json,False,,,,,,,,2007-02-01,2007-11-01,False,False,True,True,True,False,True,True,False,True,False,False,False,,,0.95,,historic_runs,4,,,,,,MO_CType3_2007_2154.asc
47,True,fixed,auto,SW_sfix_hauto,sim_fr.json,crop_France.json,site_France.json,False,,,,,,,,2008-02-01,2008-11-01,False,False,True,True,True,False,True,True,False,True,False,False,False,,,0.95,,historic_runs,4,,,,,,MO_CType3_2008_2154.asc
48,True,fixed,auto,SW_sfix_hauto,sim_fr.json,crop_France.json,site_France.json,False,,,,,,,,2009-02-01,2009-11-01,False,False,True,True,True,False,True,True,False,True,False,False,False,,,0.95,,historic_runs,4,,,,,,MO_CType3_2009_2154.asc
49,True,fixed,auto,SW_sfix_hauto,sim_fr.json,crop_France.json,site_France.json,False,,,,,,,,2010-02-01,2010-11-01,False,False,True,True,True,False,True,True,False,True,False,False,False,,,0.95,,historic_runs,4,,,,,,MO_CType3_2010_2154.asc
50,True,fixed,auto,SW_sfix_hauto,sim_fr.json,crop_France.json,site_France.json,False,,,,,,,,2011-02-01,2011-11-01,False,False,True,True,True,False,True,True,False,True,False,False,False,,,0.95,,historic_runs,4,,,,,,MO_CType3_2011_2154.asc
51,True,fixed,auto,SW_sfix_hauto,sim_fr.json,crop_France.json,site_France.json,False,,,,,,,,2012-02-01,2012-11-01,False,False,True,True,True,False,True,True,False,True,False,False,False,,,0.95,,historic_runs,4,,,,,,MO_CType3_2012_2154.asc
52,True,fixed,auto,SW_sfix_hauto,sim_fr.json,crop_France.json,site_France.json,False,,,,,,,,2013-02-01,2013-11-01,False,False,True,True,True,False,True,True,False,True,False,False,False,,,0.95,,historic_runs,4,,,,,,MO_CType3_2013_2154.asc
53,True,fixed,auto,SW_sfix_hauto,sim_fr.json,crop_France.json,site_France.json,False,,,,,,,,2014-02-01,2014-11-01,False,False,True,True,True,False,True,True,False,True,False,False,False,,,0.95,,historic_runs,4,,,,,,MO_CType3_2014_2154.asc
54,True,fixed,auto,SW_sfix_hauto,sim_fr.json,crop_France.json,site_France.json,False,,,,,,,,2015-02-01,2015-11-01,False,False,True,True,True,False,True,True,False,True,False,False,False,,,0.95,,historic_runs,4,,,,,,MO_CType3_2015_2154.asc
55,True,fixed,auto,SW_sfix_hauto,sim_fr.json,crop_France.json,site_France.json,False,,,,,,,,2016-02-01,2016-11-01,False,False,True,True,True,False,True,True,False,True,False,False,False,,,0.95,,historic_runs,4,,,,,,MO_CType3_2016_2154.asc
56,True,fixed,auto,SW_sfix_hauto,sim_fr.json,crop_France.json,site_France.json,False,,,,,,,,2017-02-01,2017-11-01,False,False,True,True,True,False,True,True,False,True,False,False,False,,,0.95,,historic_runs,4,,,,,,MO_CType3_2017_2154.asc
57,True,fixed,auto,SW_sfix_hauto,sim_fr.json,crop_France.json,site_France.json,False,,,,,,,,2018-02-01,2018-11-01,False,False,True,True,True,False,True,True,False,True,False,False,False,,,0.95,,historic_runs,4,,,,,,MO_CType3_2018_2154.asc
58,True,fixed,auto,SW_sfix_hauto,sim_fr.json,crop_France.json,site_France.json,False,,,,,,,,2019-02-01,2019-11-01,False,False,True,True,True,False,True,True,False,True,False,False,False,,,0.95,,historic_runs,4,,,,,,MO_CType3_2019_2154.asc
59,True,fixed,auto,SW_sfix_hauto,sim_fr.json,crop_France.json,site_France.json,False,,,,,,,,2020-02-01,2020-11-01,False,False,True,True,True,False,True,True,False,True,False,False,False,,,0.95,,historic_runs,4,,,,,,MO_CType3_2020_2154.asc
60,True,fixed,auto,SW_sfix_hauto,sim_fr.json,crop_France.json,site_France.json,False,,,,,,,,2021-02-01,2021-11-01,False,False,True,True,True,False,True,True,False,True,False,False,False,,,0.95,,historic_runs,4,,,,,,MO_CType3_2021_2154.asc
61,True,fixed,auto,SW_sfix_hauto,sim_fr.json,crop_France.json,site_France.json,False,,,,,,,,2007-02-01,2007-11-01,False,False,True,True,True,False,True,True,False,True,False,False,False,,,0.95,,historic_runs,5,,,,,,MO_CType3_2007_2154.asc
62,True,fixed,auto,SW_sfix_hauto,sim_fr.json,crop_France.json,site_France.json,False,,,,,,,,2008-02-01,2008-11-01,False,False,True,True,True,False,True,True,False,True,False,False,False,,,0.95,,historic_runs,5,,,,,,MO_CType3_2008_2154.asc
63,True,fixed,auto,SW_sfix_hauto,sim_fr.json,crop_France.json,site_France.json,False,,,,,,,,2009-02-01,2009-11-01,False,False,True,True,True,False,True,True,False,True,False,False,False,,,0.95,,historic_runs,5,,,,,,MO_CType3_2009_2154.asc
64,True,fixed,auto,SW_sfix_hauto,sim_fr.json,crop_France.json,site_France.json,False,,,,,,,,2010-02-01,2010-11-01,False,False,True,True,True,False,True,True,False,True,False,False,False,,,0.95,,historic_runs,5,,,,,,MO_CType3_2010_2154.asc
65,True,fixed,auto,SW_sfix_hauto,sim_fr.json,crop_France.json,site_France.json,False,,,,,,,,2011-02-01,2011-11-01,False,False,True,True,True,False,True,True,False,True,False,False,False,,,0.95,,historic_runs,5,,,,,,MO_CType3_2011_2154.asc
66,True,fixed,auto,SW_sfix_hauto,sim_fr.json,crop_France.json,site_France.json,False,,,,,,,,2012-02-01,2012-11-01,False,False,True,True,True,False,True,True,False,True,False,False,False,,,0.95,,historic_runs,5,,,,,,MO_CType3_2012_2154.asc
67,True,fixed,auto,SW_sfix_hauto,sim_fr.json,crop_France.json,site_France.json,False,,,,,,,,2013-02-01,2013-11-01,False,False,True,True,True,False,True,True,False,True,False,False,False,,,0.95,,historic_runs,5,,,,,,MO_CType3_2013_2154.asc
68,True,fixed,auto,SW_sfix_hauto,sim_fr.json,crop_France.json,site_France.json,False,,,,,,,,2014-02-01,2014-11-01,False,False,True,True,True,False,True,True,False,True,False,False,False,,,0.95,,historic_runs,5,,,,,,MO_CType3_2014_2154.asc
69,True,fixed,auto,SW_sfix_hauto,sim_fr.json,crop_France.json,site_France.json,False,,,,,,,,2015-02-01,2015-11-01,False,False,True,True,True,False,True,True,False,True,False,False,False,,,0.95,,historic_runs,5,,,,,,MO_CType3_2015_2154.asc
70,True,fixed,auto,SW_sfix_hauto,sim_fr.json,crop_France.json,site_France.json,False,,,,,,,,2016-02-01,2016-11-01,False,False,True,True,True,False,True,True,False,True,False,False,False,,,0.95,,historic_runs,5,,,,,,MO_CType3_2016_2154.asc
71,True,fixed,auto,SW_sfix_hauto,sim_fr.json,crop_France.json,site_France.json,False,,,,,,,,2017-02-01,2017-11-01,False,False,True,True,True,False,True,True,False,True,False,False,False,,,0.95,,historic_runs,5,,,,,,MO_CType3_2017_2154.asc
72,True,fixed,auto,SW_sfix_hauto,sim_fr.json,crop_France.json,site_France.json,False,,,,,,,,2018-02-01,2018-11-01,False,False,True,True,True,False,True,True,False,True,False,False,False,,,0.95,,historic_runs,5,,,,,,MO_CType3_2018_2154.asc
73,True,fixed,auto,SW_sfix_hauto,sim_fr.json,crop_France.json,site_France.json,False,,,,,,,,2019-02-01,2019-11-01,False,False,True,True,True,False,True,True,False,True,False,False,False,,,0.95,,historic_runs,5,,,,,,MO_CType3_2019_2154.asc
74,True,fixed,auto,SW_sfix_hauto,sim_fr.json,crop_France.json,site_France.json,False,,,,,,,,2020-02-01,2020-11-01,False,False,True,True,True,False,True,True,False,True,False,False,False,,,0.95,,historic_runs,5,,,,,,MO_CType3_2020_2154.asc
75,True,fixed,auto,SW_sfix_hauto,sim_fr.json,crop_France.json,site_France.json,False,,,,,,,,2021-02-01,2021-11-01,False,False,True,True,True,False,True,True,False,True,False,False,False,,,0.95,,historic_runs,5,,,,,,MO_CType3_2021_2154.asc
76,True,fixed,auto,SW_sfix_hauto,sim_fr.json,crop_France.json,site_France.json,False,,,,,,,,2007-02-01,2007-11-01,False,False,True,True,True,False,True,True,False,True,False,False,False,,,0.95,,historic_runs,6,,,,,,MO_CType3_2007_2154.asc
77,True,fixed,auto,SW_sfix_hauto,sim_fr.json,crop_France.json,site_France.json,False,,,,,,,,2008-02-01,2008-11-01,False,False,True,True,True,False,True,True,False,True,False,False,False,,,0.95,,historic_runs,6,,,,,,MO_CType3_2008_2154.asc
78,True,fixed,auto,SW_sfix_hauto,sim_fr.json,crop_France.json,site_France.json,False,,,,,,,,2009-02-01,2009-11-01,False,False,True,True,True,False,True,True,False,True,False,False,False,,,0.95,,historic_runs,6,,,,,,MO_CType3_2009_2154.asc
79,True,fixed,auto,SW_sfix_hauto,sim_fr.json,crop_France.json,site_France.json,False,,,,,,,,2010-02-01,2010-11-01,False,False,True,True,True,False,True,True,False,True,False,False,False,,,0.95,,historic_runs,6,,,,,,MO_CType3_2010_2154.asc
80,True,fixed,auto,SW_sfix_hauto,sim_fr.json,crop_France.json,site_France.json,False,,,,,,,,2011-02-01,2011-11-01,False,False,True,True,True,False,True,True,False,True,False,False,False,,,0.95,,historic_runs,6,,,,,,MO_CType3_2011_2154.asc
81,True,fixed,auto,SW_sfix_hauto,sim_fr.json,crop_France.json,site_France.json,False,,,,,,,,2012-02-01,2012-11-01,False,False,True,True,True,False,True,True,False,True,False,False,False,,,0.95,,historic_runs,6,,,,,,MO_CType3_2012_2154.asc
82,True,fixed,auto,SW_sfix_hauto,sim_fr.json,crop_France.json,site_France.json,False,,,,,,,,2013-02-01,2013-11-01,False,False,True,True,True,False,True,True,False,True,False,False,False,,,0.95,,historic_runs,6,,,,,,MO_CType3_2013_2154.asc
83,True,fixed,auto,SW_sfix_hauto,sim_fr.json,crop_France.json,site_France.json,False,,,,,,,,2014-02-01,2014-11-01,False,False,True,True,True,False,True,True,False,True,False,False,False,,,0.95,,historic_runs,6,,,,,,MO_CType3_2014_2154.asc
84,True,fixed,auto,SW_sfix_hauto,sim_fr.json,crop_France.json,site_France.json,False,,,,,,,,2015-02-01,2015-11-01,False,False,True,True,True,False,True,True,False,True,False,False,False,,,0.95,,historic_runs,6,,,,,,MO_CType3_2015_2154.asc
85,True,fixed,auto,SW_sfix_hauto,sim_fr.json,crop_France.json,site_France.json,False,,,,,,,,2016-02-01,2016-11-01,False,False,True,True,True,False,True,True,False,True,False,False,False,,,0.95,,historic_runs,6,,,,,,MO_CType3_2016_2154.asc
86,True,fixed,auto,SW_sfix_hauto,sim_fr.json,crop_France.json,site_France.json,False,,,,,,,,2017-02-01,2017-11-01,False,False,True,True,True,False,True,True,False,True,False,False,False,,,0.95,,historic_runs,6,,,,,,MO_CType3_2017_2154.asc
87,True,fixed,auto,SW_sfix_hauto,sim_fr.json,crop_France.json,site_France.json,False,,,,,,,,2018-02-01,2018-11-01,False,False,True,True,True,False,True,True,False,True,False,False,False,,,0.95,,historic_runs,6,,,,,,MO_CType3_2018_2154.asc
88,True,fixed,auto,SW_sfix_hauto,sim_fr.json,crop_France.json,site_France.json,False,,,,,,,,2019-02-01,2019-11-01,False,False,True,True,True,False,True,True,False,True,False,False,False,,,0.95,,historic_runs,6,,,,,,MO_CType3_2019_2154.asc
89,True,fixed,auto,SW_sfix_hauto,sim_fr.json,crop_France.json,site_France.json,False,,,,,,,,2020-02-01,2020-11-01,False,False,True,True,True,False,True,True,False,True,False,False,False,,,0.95,,historic_runs,6,,,,,,MO_CType3_2020_2154.asc
90,True,fixed,auto,SW_sfix_hauto,sim_fr.json,crop_France.json,site_France.json,False,,,,,,,,2021-02-01,2021-11-01,False,False,True,True,True,False,True,True,False,True,False,False,False,,,0.95,,historic_runs,6,,,,,,MO_CType3_2021_2154.asc
